#SDSS_name	plate-mjd-fibre	RA	Dec.	zQSO	PSF_i	z	z_err	W_2796	W_2796_err	W_2803	W_2803_err	CIV_flag	SNR_con
142819.36+512229.9 01046-52460-0410 217.080700 51.374990 1.131 18.277 0.608 0.350 0.781 0.080 0.652 0.089 0 18.743
142819.36+512229.9 01046-52460-0410 217.080700 51.374990 1.131 18.277 0.714 0.744 0.797 0.107 0.457 0.086 0 18.743
142900.72+505024.7 01046-52460-0422 217.253000 50.840220 0.759 18.208 0.454 0.240 0.635 0.092 0.553 0.103 0 22.300
142845.15+503031.2 01046-52460-0435 217.188160 50.508690 1.935 18.330 1.607 0.458 1.966 0.102 2.003 0.087 0 18.921
143355.02+503832.5 01046-52460-0506 218.479260 50.642380 2.472 18.742 1.431 0.000 1.085 0.116 0.569 0.099 0 17.313
143355.02+503832.5 01046-52460-0506 218.479260 50.642380 2.472 18.742 1.506 0.887 0.869 0.086 0.318 0.080 0 17.313
143357.23+504557.8 01046-52460-0510 218.488480 50.766070 1.559 18.894 0.851 0.730 1.040 0.140 0.637 0.115 0 11.797
143458.04+504118.6 01046-52460-0542 218.741840 50.688520 1.485 19.021 0.570 0.347 1.285 0.129 1.745 0.158 0 16.248
143239.09+510431.5 01046-52460-0566 218.162890 51.075420 1.193 18.951 0.705 0.529 1.892 0.190 1.463 0.182 0 12.085
143756.38+503212.5 01046-52460-0629 219.484950 50.536820 2.117 18.291 1.674 0.504 0.687 0.084 0.554 0.100 0 20.327
135508.33+514039.5 01043-52465-0044 208.784740 51.677640 1.739 18.872 1.294 0.994 1.064 0.106 0.977 0.140 0 12.824
135508.33+514039.5 01043-52465-0044 208.784740 51.677640 1.739 18.872 1.403 0.000 0.698 0.101 0.614 0.093 0 12.824
135307.17+522720.2 01043-52465-0144 208.279880 52.455630 1.847 18.753 1.797 0.937 0.856 0.131 0.506 0.127 0 14.494
134952.84+522132.3 01043-52465-0199 207.470170 52.358980 1.678 18.378 0.509 0.279 1.625 0.135 0.831 0.090 0 19.014
134714.58+514410.7 01043-52465-0248 206.810760 51.736330 1.990 18.732 1.413 0.783 1.364 0.101 1.217 0.094 0 15.803
135507.10+531114.7 01043-52465-0511 208.779620 53.187420 1.515 18.703 1.282 0.919 0.970 0.095 0.403 0.084 0 14.583
135209.83+534824.8 01043-52465-0534 208.040970 53.806910 0.754 18.416 0.492 0.132 1.623 0.119 2.101 0.126 0 17.391
135544.25+531805.2 01043-52465-0559 208.934400 53.301460 1.573 17.872 0.929 0.222 1.204 0.086 1.029 0.071 0 26.635
135544.25+531805.2 01043-52465-0559 208.934400 53.301460 1.573 17.872 1.014 0.626 0.550 0.067 0.363 0.062 0 26.635
212840.18+100345.5 00730-52466-0095 322.167420 10.062660 1.419 18.599 1.159 0.408 1.457 0.090 1.142 0.080 0 18.397
212658.39+103415.2 00730-52466-0184 321.743320 10.570910 2.171 19.027 1.525 0.000 2.112 0.159 1.901 0.123 0 13.897
212440.84+101806.9 00730-52466-0259 321.170170 10.301940 2.193 19.106 1.328 0.844 1.641 0.120 1.348 0.103 0 15.151
212129.11+100316.7 00730-52466-0305 320.371340 10.054660 2.260 18.949 1.568 0.983 3.069 0.148 2.340 0.146 0 13.919
212109.95+111334.7 00730-52466-0341 320.291500 11.226310 1.738 18.975 1.130 0.000 0.958 0.158 0.779 0.134 0 10.816
212407.64+115056.9 00730-52466-0372 321.031860 11.849160 1.985 18.191 1.486 0.730 0.684 0.062 0.473 0.058 0 22.138
212520.76+110337.3 00730-52466-0431 321.336500 11.060390 1.617 19.151 0.542 0.433 1.669 0.213 1.347 0.194 0 11.583
212956.28+113756.7 00730-52466-0618 322.484530 11.632430 1.681 19.261 1.233 0.905 2.029 0.135 2.009 0.156 0 10.095
154053.33+422148.3 01052-52466-0003 235.222210 42.363430 1.538 18.590 1.344 0.694 2.193 0.142 2.250 0.123 0 9.700
154159.99+425535.2 01052-52466-0021 235.499970 42.926460 2.100 19.693 1.808 0.536 1.548 0.248 1.193 0.310 0 6.583
153910.54+420741.7 01052-52466-0088 234.793910 42.128270 1.571 19.111 0.988 0.454 2.047 0.177 2.164 0.168 0 11.254
153710.83+424410.9 01052-52466-0104 234.295150 42.736380 2.093 18.687 1.343 0.926 0.966 0.078 0.183 0.052 0 18.339
153622.84+430912.0 01052-52466-0157 234.095180 43.153350 1.714 18.159 1.250 0.969 0.696 0.067 0.487 0.072 0 20.488
153622.84+430912.0 01052-52466-0157 234.095180 43.153350 1.714 18.159 1.622 0.000 0.646 0.092 0.628 0.079 0 20.488
152853.70+431133.8 01052-52466-0309 232.223790 43.192740 1.809 17.621 1.108 0.944 0.399 0.066 0.158 0.046 0 23.878
152853.70+431133.8 01052-52466-0309 232.223790 43.192740 1.809 17.621 1.459 0.626 0.988 0.066 0.604 0.057 0 23.878
153311.58+443115.2 01052-52466-0449 233.298280 44.520890 1.734 18.726 0.775 0.365 1.750 0.129 1.391 0.129 0 13.318
153311.58+443115.2 01052-52466-0449 233.298280 44.520890 1.734 18.726 1.451 0.000 0.768 0.094 0.691 0.094 0 13.318
153717.86+432752.8 01052-52466-0549 234.324430 43.464680 2.186 17.728 1.026 0.150 2.547 0.086 2.429 0.089 0 26.783
153906.11+435741.6 01052-52466-0610 234.775500 43.961580 1.841 19.999 1.484 0.000 1.845 0.274 1.207 0.301 0 4.341
220556.55-084129.7 00717-52468-0067 331.485630 -8.691590 1.722 18.741 1.467 0.712 1.325 0.082 1.483 0.090 0 14.828
220258.58-083954.4 00717-52468-0148 330.744100 -8.665130 1.856 17.823 1.622 0.000 0.376 0.062 0.338 0.062 0 24.661
220411.99-075931.9 00717-52468-0548 331.050000 -7.992210 0.733 17.868 0.485 0.193 0.782 0.079 0.562 0.066 0 25.500
220601.97-074113.5 00717-52468-0561 331.508200 -7.687110 1.412 19.022 1.198 0.000 1.677 0.167 1.050 0.137 0 12.425
220714.72-083752.0 00717-52468-0595 331.811340 -8.631120 1.513 18.687 1.342 0.000 0.947 0.096 0.748 0.097 0 17.262
212413.44+103331.1 00729-52468-0039 321.056000 10.558670 1.688 17.901 1.164 0.615 0.790 0.087 0.688 0.085 0 17.421
211420.07+112226.4 00729-52468-0331 318.583650 11.374010 1.763 18.624 1.650 0.665 1.967 0.197 2.054 0.187 0 12.973
211905.64+113924.3 00729-52468-0455 319.773530 11.656770 0.667 17.546 0.542 0.122 1.654 0.097 0.998 0.097 0 21.772
211936.77+104623.9 00729-52468-0512 319.903230 10.773320 3.248 18.891 1.664 0.000 1.276 0.170 1.097 0.144 0 9.902
211936.77+104623.9 00729-52468-0512 319.903230 10.773320 3.248 18.891 1.838 0.000 2.001 0.226 2.441 0.236 0 9.902
141030.61+511113.6 01044-52468-0007 212.627550 51.187120 3.205 18.281 1.161 0.572 1.039 0.128 0.727 0.143 1 15.202
140945.30+521033.7 01044-52468-0031 212.438770 52.176050 1.515 19.015 1.478 0.000 0.898 0.108 0.870 0.126 0 10.768
140622.63+513333.3 01044-52468-0101 211.594280 51.559280 1.489 18.245 0.640 0.415 1.082 0.102 0.530 0.082 0 20.284
140445.32+515012.4 01044-52468-0154 211.188840 51.836780 1.688 18.597 1.326 0.483 1.497 0.085 1.283 0.085 0 15.163
140124.05+511345.3 01044-52468-0253 210.350200 51.229260 3.205 19.068 1.106 0.644 1.303 0.105 0.558 0.119 1 13.190
135827.55+511930.4 01044-52468-0256 209.614800 51.325130 3.304 19.661 1.410 0.000 1.599 0.130 1.683 0.171 0 7.564
140108.28+525036.0 01044-52468-0412 210.284550 52.843360 3.381 19.904 1.271 0.000 1.255 0.202 0.581 0.185 1 5.516
140408.61+530108.4 01044-52468-0442 211.035870 53.019020 3.147 19.496 1.336 0.000 0.836 0.138 0.461 0.144 0 6.644
140609.02+523831.4 01044-52468-0497 211.537610 52.642080 1.983 19.022 0.856 0.397 1.409 0.118 1.065 0.102 0 15.108
140512.59+522114.3 01044-52468-0499 211.302500 52.354000 3.842 19.317 1.421 0.000 0.762 0.098 0.706 0.110 1 11.292
140512.59+522114.3 01044-52468-0499 211.302500 52.354000 3.842 19.317 1.603 0.694 0.897 0.119 0.867 0.105 1 11.292
140916.97+522535.0 01044-52468-0546 212.320740 52.426400 2.112 18.798 1.949 0.744 2.013 0.211 1.898 0.200 0 16.806
152811.70+442559.8 01051-52468-0114 232.048770 44.433290 2.131 18.317 0.555 0.408 0.713 0.082 0.818 0.091 1 19.354
152811.70+442559.8 01051-52468-0114 232.048770 44.433290 2.131 18.317 1.201 0.519 1.193 0.094 0.262 0.081 0 19.354
152220.83+443029.3 01051-52468-0193 230.586800 44.508160 1.884 18.959 0.927 0.436 1.440 0.136 1.294 0.109 0 12.599
152220.83+443029.3 01051-52468-0193 230.586800 44.508160 1.884 18.959 1.776 0.926 2.547 0.200 2.517 0.212 0 12.599
151907.61+440424.6 01051-52468-0281 229.781720 44.073500 0.782 16.842 0.604 0.147 0.519 0.063 0.372 0.057 0 30.254
152310.05+450452.2 01051-52468-0500 230.791900 45.081190 1.592 18.031 1.316 0.397 0.943 0.070 0.938 0.065 0 21.410
152436.20+454744.7 01051-52468-0521 231.150830 45.795750 3.065 19.136 1.448 0.000 1.811 0.160 1.640 0.153 0 9.753
152436.20+454744.7 01051-52468-0521 231.150830 45.795750 3.065 19.136 1.739 0.915 2.755 0.188 1.500 0.164 0 9.753
152653.97+444347.1 01051-52468-0553 231.724880 44.729750 1.669 17.826 1.104 0.808 0.377 0.060 0.244 0.065 0 26.217
152653.97+444347.1 01051-52468-0553 231.724880 44.729750 1.669 17.826 1.153 0.608 0.643 0.068 0.251 0.068 0 26.217
152754.34+452912.4 01051-52468-0605 231.976460 45.486780 1.930 17.593 1.291 0.268 1.252 0.072 0.994 0.064 0 24.775
154840.04+412206.7 01053-52468-0115 237.166820 41.368550 1.781 18.911 1.297 0.000 0.622 0.100 0.537 0.099 0 14.309
154716.68+405818.4 01053-52468-0131 236.819520 40.971800 2.259 19.103 1.176 0.805 1.231 0.103 1.193 0.108 0 13.594
154716.68+405818.4 01053-52468-0131 236.819520 40.971800 2.259 19.103 1.408 0.000 0.647 0.099 0.276 0.070 0 13.594
154716.68+405818.4 01053-52468-0131 236.819520 40.971800 2.259 19.103 1.872 0.000 1.097 0.176 0.979 0.191 0 13.594
154825.30+412154.6 01053-52468-0149 237.105420 41.365180 1.867 18.811 1.245 0.629 3.032 0.124 2.866 0.137 0 15.342
154734.99+412840.2 01053-52468-0156 236.895780 41.477850 2.740 17.374 1.608 0.243 1.799 0.077 1.645 0.073 0 27.101
154316.52+413609.5 01053-52468-0237 235.818860 41.602650 1.711 19.296 0.436 0.279 1.476 0.218 1.050 0.213 1 11.919
154502.26+403448.5 01053-52468-0260 236.259450 40.580150 2.187 19.049 0.904 0.690 0.847 0.106 0.688 0.109 0 13.478
154042.97+413816.4 01053-52468-0306 235.179080 41.637890 2.516 17.326 0.869 0.197 0.771 0.085 0.929 0.090 1 26.172
154042.97+413816.4 01053-52468-0306 235.179080 41.637890 2.516 17.326 1.738 0.594 0.493 0.065 0.350 0.065 0 26.172
154042.97+413816.4 01053-52468-0306 235.179080 41.637890 2.516 17.326 2.167 0.350 2.001 0.104 1.718 0.093 0 26.172
154447.07+414117.5 01053-52468-0496 236.196150 41.688200 1.681 18.264 0.984 0.483 0.825 0.083 0.856 0.083 0 20.438
154447.07+414117.5 01053-52468-0496 236.196150 41.688200 1.681 18.264 1.360 0.397 1.407 0.072 0.273 0.053 0 20.438
154447.07+414117.5 01053-52468-0496 236.196150 41.688200 1.681 18.264 1.539 0.465 2.188 0.103 1.982 0.101 0 20.438
154602.21+420726.1 01053-52468-0502 236.509250 42.123920 2.069 18.605 1.717 0.848 0.705 0.068 0.743 0.084 0 18.814
154904.85+415249.7 01053-52468-0600 237.270220 41.880490 1.277 17.922 0.983 0.283 0.928 0.054 0.940 0.069 0 22.675
154904.85+415249.7 01053-52468-0600 237.270220 41.880490 1.277 17.922 1.034 0.222 1.611 0.075 1.392 0.068 0 22.675
155306.31+414041.7 01053-52468-0636 238.276340 41.678270 1.455 17.216 0.651 0.122 1.114 0.071 0.931 0.071 0 29.955
155959.95+393636.6 01054-52516-0059 239.999800 39.610190 1.767 17.923 1.423 0.000 0.667 0.088 0.429 0.067 0 23.045
160126.35+394704.0 01054-52516-0069 240.359800 39.784470 3.039 19.963 1.372 0.000 1.567 0.176 0.662 0.177 0 5.662
155804.49+390746.6 01054-52516-0094 239.518720 39.129610 1.454 18.390 0.462 0.229 1.106 0.119 0.772 0.120 0 21.216
155712.17+385521.6 01054-52516-0125 239.300750 38.922670 1.735 18.772 1.299 0.797 1.640 0.109 0.958 0.110 0 12.657
155658.78+392013.2 01054-52516-0126 239.244930 39.337000 1.952 18.590 1.356 0.665 1.345 0.102 0.376 0.085 0 18.635
155658.78+392013.2 01054-52516-0126 239.244930 39.337000 1.952 18.590 1.429 0.000 0.964 0.093 0.657 0.089 0 18.635
155658.78+392013.2 01054-52516-0126 239.244930 39.337000 1.952 18.590 1.743 0.000 0.807 0.131 0.534 0.087 0 18.635
155658.78+392013.2 01054-52516-0126 239.244930 39.337000 1.952 18.590 1.811 0.572 2.023 0.156 1.487 0.149 0 18.635
155811.12+394549.9 01054-52516-0141 239.546340 39.763880 1.149 17.929 0.657 0.279 1.118 0.083 0.875 0.077 0 23.004
155709.79+395356.9 01054-52516-0155 239.290790 39.899150 1.587 18.965 1.217 0.000 2.192 0.165 1.540 0.123 0 11.373
155638.97+394737.0 01054-52516-0164 239.162410 39.793620 1.992 18.318 1.339 0.601 1.094 0.073 1.003 0.084 0 22.582
155638.97+394737.0 01054-52516-0164 239.162410 39.793620 1.992 18.318 1.698 0.604 1.124 0.095 0.901 0.083 0 22.582
155650.41+394542.8 01054-52516-0166 239.210040 39.761900 0.943 17.886 0.866 0.114 1.757 0.072 1.448 0.067 0 27.494
155541.51+393622.2 01054-52516-0213 238.922970 39.606190 1.518 19.076 0.763 0.493 0.749 0.115 0.683 0.107 0 13.324
155541.51+393622.2 01054-52516-0213 238.922970 39.606190 1.518 19.076 1.464 0.000 0.707 0.096 0.333 0.077 0 13.324
155133.85+392841.5 01054-52516-0293 237.891050 39.478220 1.499 19.080 1.171 0.751 0.933 0.142 1.063 0.187 0 9.091
155133.85+392841.5 01054-52516-0293 237.891050 39.478220 1.499 19.080 1.190 0.000 0.942 0.150 0.763 0.123 0 9.091
155047.31+402349.0 01054-52516-0386 237.697140 40.396970 1.355 18.964 0.677 0.000 0.739 0.116 0.292 0.080 0 14.106
155353.13+401704.6 01054-52516-0478 238.471390 40.284630 1.650 19.037 1.580 0.805 1.554 0.127 1.819 0.161 0 11.275
155615.53+401253.9 01054-52516-0512 239.064740 40.214970 1.364 18.898 1.107 0.486 0.667 0.079 0.371 0.095 0 15.224
155600.10+401645.4 01054-52516-0516 239.000440 40.279280 3.574 18.128 1.301 0.415 1.108 0.062 1.153 0.084 1 19.035
155600.10+401645.4 01054-52516-0516 239.000440 40.279280 3.574 18.128 1.427 0.443 1.863 0.082 1.327 0.071 1 19.035
155510.80+410942.8 01054-52516-0527 238.795030 41.161910 1.633 18.797 1.404 0.000 0.635 0.098 0.290 0.073 0 15.339
155517.19+405125.0 01054-52516-0538 238.821660 40.856970 2.320 18.354 1.355 0.433 1.795 0.077 1.769 0.103 0 20.841
160150.00+401714.8 01054-52516-0623 240.458360 40.287470 2.186 18.416 1.363 0.000 0.563 0.062 0.434 0.062 0 15.859
001940.23-005435.9 00687-52518-0004 4.917630 -0.909980 1.374 19.578 1.278 0.000 2.822 0.204 2.034 0.169 0 7.154
002058.23-002034.4 00687-52518-0024 5.242650 -0.342890 1.918 19.836 1.830 0.000 1.893 0.286 1.042 0.294 0 6.195
001759.16-010543.5 00687-52518-0054 4.496510 -1.095440 1.569 19.257 1.327 0.000 2.544 0.171 2.070 0.190 0 8.809
001457.57-002939.0 00687-52518-0184 3.739910 -0.494190 1.911 19.064 0.717 0.000 1.423 0.200 1.069 0.168 0 9.787
001436.17-005256.0 00687-52518-0246 3.650730 -0.882240 1.159 19.876 1.108 0.601 1.293 0.192 0.950 0.175 0 4.834
001404.45+011237.4 00687-52518-0410 3.518550 1.210410 2.167 20.038 1.638 0.000 2.201 0.259 2.786 0.248 0 6.636
002024.85+003634.9 00687-52518-0583 5.103560 0.609710 1.248 19.458 0.368 0.311 1.811 0.266 1.368 0.237 0 7.769
001928.53+001740.9 00687-52518-0592 4.868900 0.294700 1.798 19.524 1.379 0.000 1.780 0.195 1.537 0.223 0 5.993
223003.78+125012.4 00737-52518-0037 337.515780 12.836790 1.888 18.815 1.014 0.551 1.453 0.139 1.252 0.130 0 14.088
223003.78+125012.4 00737-52518-0037 337.515780 12.836790 1.888 18.815 1.271 0.000 0.618 0.100 0.852 0.111 0 14.088
222506.40+123327.0 00737-52518-0141 336.276700 12.557510 0.951 18.345 0.596 0.429 0.792 0.101 0.720 0.115 0 18.998
222347.20+125342.2 00737-52518-0175 335.946700 12.895080 2.279 18.431 0.834 0.508 1.040 0.090 0.574 0.069 0 21.561
222320.60+124448.1 00737-52518-0196 335.835850 12.746700 1.369 18.984 0.719 0.000 1.139 0.170 0.326 0.107 0 12.440
222254.82+130444.3 00737-52518-0200 335.728450 13.078980 4.157 19.344 1.695 0.000 3.016 0.236 2.716 0.263 1 8.125
222304.62+121409.7 00737-52518-0201 335.769260 12.236050 1.661 18.211 1.181 0.597 1.456 0.086 1.268 0.090 0 22.784
222045.80+122900.9 00737-52518-0265 335.190860 12.483590 0.903 18.586 0.738 0.247 1.313 0.092 1.068 0.098 0 19.276
222237.28+134747.1 00737-52518-0438 335.655360 13.796430 1.824 18.215 1.209 0.762 0.879 0.083 0.559 0.064 0 22.199
222616.49+142714.6 00737-52518-0523 336.568730 14.454070 1.669 18.487 0.935 0.708 0.979 0.119 0.785 0.129 0 15.851
222646.65+134228.7 00737-52518-0559 336.694370 13.707980 1.407 18.817 0.535 0.393 1.807 0.182 1.591 0.153 0 12.440
222700.70+141311.0 00737-52518-0572 336.752930 14.219740 1.552 19.168 0.796 0.601 2.172 0.204 1.709 0.193 0 9.527
222700.70+141311.0 00737-52518-0572 336.752930 14.219740 1.552 19.168 1.462 0.000 3.033 0.145 2.310 0.118 0 9.527
222834.32+133605.3 00737-52518-0585 337.143000 13.601490 1.606 18.160 1.125 0.000 0.528 0.077 0.174 0.057 0 22.731
222824.14+131431.4 00737-52518-0593 337.100620 13.242070 1.877 18.072 1.358 0.000 0.390 0.062 0.328 0.071 0 19.207
222721.41+131338.3 00737-52518-0599 336.839260 13.227310 1.584 19.162 0.622 0.519 1.296 0.169 1.466 0.210 0 12.595
222721.41+131338.3 00737-52518-0599 336.839260 13.227310 1.584 19.162 1.476 0.000 2.384 0.147 2.213 0.147 0 12.595
000645.46+000059.6 00686-52519-0199 1.689450 0.016560 1.513 18.599 1.076 0.554 1.161 0.101 0.735 0.123 0 17.812
000645.46+000059.6 00686-52519-0199 1.689450 0.016560 1.513 18.599 1.362 0.983 0.975 0.073 0.784 0.082 0 17.812
000330.19+000813.2 00686-52519-0356 0.875800 0.137010 2.568 18.855 1.374 0.000 0.595 0.096 0.383 0.082 0 13.476
000315.28+000221.0 00686-52519-0359 0.813680 0.039190 1.532 19.755 0.944 0.794 2.392 0.329 2.264 0.346 0 5.854
000738.53+005835.4 00686-52519-0444 1.910570 0.976520 1.848 19.513 0.588 0.379 1.137 0.155 0.634 0.192 1 8.127
001116.43+002626.4 00686-52519-0581 2.818490 0.440670 1.410 19.613 1.308 0.000 0.794 0.128 0.944 0.139 0 9.134
001223.56+003800.0 00686-52519-0586 3.098200 0.633360 1.859 19.082 1.548 0.994 2.013 0.134 1.446 0.122 0 12.763
220958.61+113720.4 00735-52519-0085 332.494200 11.622340 1.060 19.128 0.917 0.501 2.893 0.180 2.108 0.158 0 8.813
221208.83+121359.6 00735-52519-0102 333.036830 12.233230 1.296 18.663 0.961 0.547 0.888 0.102 0.403 0.111 0 12.126
220421.96+132722.0 00735-52519-0321 331.091520 13.456140 1.700 18.337 1.416 0.000 0.725 0.088 0.496 0.089 0 18.609
221208.54+124139.7 00735-52519-0556 333.035600 12.694380 1.810 19.188 1.485 0.894 2.426 0.155 1.174 0.114 0 12.030
221228.17+133630.4 00735-52519-0570 333.117400 13.608470 1.970 18.410 1.154 0.558 1.345 0.105 0.874 0.098 0 15.317
221228.17+133630.4 00735-52519-0570 333.117400 13.608470 1.970 18.410 1.879 0.794 0.858 0.138 1.028 0.169 0 15.317
221324.01+132354.2 00735-52519-0602 333.350070 13.398410 2.252 19.085 1.366 0.000 1.073 0.113 0.373 0.080 0 9.913
221324.01+132354.2 00735-52519-0602 333.350070 13.398410 2.252 19.085 1.443 0.000 1.164 0.095 1.122 0.133 0 9.913
211644.64+100912.8 00728-52520-0034 319.186000 10.153570 1.532 18.671 1.078 0.665 1.463 0.182 1.130 0.157 0 13.119
211242.06+102522.8 00728-52520-0160 318.175300 10.423010 1.576 18.532 0.789 0.000 0.890 0.145 0.514 0.109 0 15.603
211000.51+102532.3 00728-52520-0226 317.502140 10.425660 1.788 18.819 0.364 0.168 0.925 0.134 0.807 0.151 1 14.248
211033.96+092118.0 00728-52520-0243 317.641540 9.355010 1.510 18.376 1.087 0.987 0.627 0.089 0.364 0.089 0 17.688
211025.41+092752.0 00728-52520-0260 317.605900 9.464450 1.833 18.513 0.835 0.536 0.802 0.115 0.640 0.115 0 16.420
210916.07+095959.5 00728-52520-0280 317.316960 9.999870 1.674 19.168 1.253 0.000 1.642 0.124 1.368 0.132 0 14.859
211010.45+110704.8 00728-52520-0385 317.543580 11.118020 1.304 19.108 0.668 0.533 1.149 0.148 0.736 0.130 0 11.457
224408.50+123315.6 00739-52520-0001 341.035430 12.554340 2.144 18.083 0.765 0.948 0.661 0.088 0.348 0.059 0 19.714
224408.50+123315.6 00739-52520-0001 341.035430 12.554340 2.144 18.083 1.395 0.654 0.944 0.071 0.825 0.089 0 19.714
224511.27+130903.9 00739-52520-0030 341.296970 13.151110 1.546 18.652 0.860 0.418 3.603 0.185 3.185 0.165 0 14.548
223538.78+131826.0 00739-52520-0308 338.911600 13.307240 0.864 18.779 0.376 0.161 0.570 0.094 0.474 0.103 0 16.802
223619.19+132620.3 00739-52520-0310 339.080000 13.438970 3.296 18.245 1.068 0.000 0.743 0.114 0.232 0.068 1 17.681
223809.91+140409.9 00739-52520-0423 339.541320 14.069430 2.222 18.757 1.227 0.837 0.687 0.083 0.328 0.063 0 15.969
223848.23+133926.9 00739-52520-0470 339.701000 13.657470 2.228 18.947 1.154 0.558 2.914 0.136 2.796 0.134 0 14.044
223843.98+140226.9 00739-52520-0475 339.683300 14.040830 2.002 19.133 1.311 0.000 0.711 0.092 0.787 0.076 0 16.043
224159.43+142055.1 00739-52520-0572 340.497650 14.348660 0.953 18.205 0.777 0.240 0.677 0.063 0.518 0.067 0 26.693
224101.41+144334.5 00739-52520-0578 340.255900 14.726270 1.699 18.792 0.810 0.826 0.496 0.077 0.522 0.081 0 17.432
224234.89+145647.8 00739-52520-0605 340.645400 14.946610 1.488 18.327 1.068 0.408 0.600 0.065 0.556 0.086 0 19.975
224234.89+145647.8 00739-52520-0605 340.645400 14.946610 1.488 18.327 1.122 0.551 0.863 0.086 0.810 0.085 0 19.975
163455.00+331518.8 01058-52520-0068 248.729190 33.255240 1.869 18.285 1.495 0.780 0.652 0.067 0.946 0.092 0 17.225
163042.21+330434.2 01058-52520-0170 247.675870 33.076190 3.236 18.833 0.917 0.440 1.147 0.141 1.167 0.163 1 11.945
163048.02+322022.3 01058-52520-0217 247.700090 32.339530 1.622 18.948 1.126 0.479 1.725 0.173 1.325 0.146 0 11.309
162747.48+330149.1 01058-52520-0240 246.947850 33.030310 1.685 18.518 0.366 0.254 1.612 0.184 0.808 0.167 1 15.345
162951.60+325102.3 01058-52520-0252 247.465010 32.850650 3.004 19.156 1.108 0.519 0.981 0.157 0.678 0.138 1 10.675
162602.40+334030.0 01058-52520-0422 246.510010 33.675020 1.540 18.812 1.237 0.000 1.671 0.158 1.084 0.138 0 7.652
162916.16+333714.5 01058-52520-0516 247.317370 33.620700 4.402 19.677 1.602 0.000 1.628 0.197 0.528 0.153 1 5.874
162926.70+342746.0 01058-52520-0533 247.361270 34.462790 1.543 18.983 1.098 0.529 2.234 0.193 1.584 0.183 0 9.981
162953.92+335012.1 01058-52520-0557 247.474690 33.836710 1.043 18.870 0.610 0.318 1.357 0.172 1.395 0.184 0 11.450
163107.05+341433.1 01058-52520-0619 247.779400 34.242540 1.081 17.780 0.589 0.164 0.942 0.064 0.674 0.087 0 26.936
163206.32+340946.4 01058-52520-0620 248.026340 34.162900 2.107 17.979 1.293 0.397 1.136 0.077 1.065 0.077 0 21.216
005256.91-001709.1 01083-52520-0303 13.237160 -0.285890 1.678 18.283 1.396 0.747 1.259 0.109 0.974 0.112 0 12.547
223316.87+133309.9 00738-52521-0175 338.320300 13.552770 1.539 17.765 0.772 0.358 0.651 0.062 0.547 0.072 0 27.326
